0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,fname,label,len,mean_1_1,std_1_1,min_1_1,max_1_1,abs_mean_1_1,abs_std_1_1,abs_min_1_1,abs_max_1_1,diff_mean_1_1,diff_std_1_1,diff_min_1_1,diff_max_1_1,mean_1_2,std_1_2,min_1_2,max_1_2,abs_mean_1_2,abs_std_1_2,abs_min_1_2,abs_max_1_2,diff_mean_1_2,diff_std_1_2,diff_min_1_2,diff_max_1_2,mean_1_3,std_1_3,min_1_3,max_1_3,abs_mean_1_3,abs_std_1_3,abs_min_1_3,abs_max_1_3,diff_mean_1_3,diff_std_1_3,diff_min_1_3,diff_max_1_3
-591.0316815419824,107.35770505670602,18.891521719484693,25.387899377443272,15.477197356241113,-0.6664281409865316,-11.393417168126252,2.117548666615594,2.0661528760653796,1.0841134499348137,-1.8021008298238617,-0.5026708805672582,-1.5359242059692984,-2.9036198536855315,-1.1092809200550382,-3.8724771426438034,-3.1357733127752017,-2.884537913514883,-3.4472224447633204,-4.148852760495312,114.74732343817436,81.3588031402282,22.898075423590576,21.452957944123394,25.076082540726283,16.813999307092136,17.83465314717689,13.000395237454502,8.901351018785325,8.299461087749282,8.969342787991032,9.471980316916415,8.134468729337451,6.744037885689224,6.492288891187544,8.711508861631549,7.02592991267031,5.13765339244272,6.364878544311546,6.5714550571421375,-0.013130410897749337,0.0659602361205065,0.030397594493816123,0.29059148041192007,0.667734974049403,-1.3445069282778543,-0.6141012986555741,-0.052133446373449244,-0.25288638795187424,-1.2595459632490278,-1.0809555173440901,-0.39776990248740446,-0.401042306478482,-0.3735312000176893,-0.5307441540815335,-0.22899191750221123,-0.09133694988010913,-0.4549476117061494,-0.9312841141485915,-0.49689942665968523,-394.2186819526823,251.5395686648956,77.87145007819942,71.47770440331676,76.71484105368201,24.452192142833027,12.865519397138684,36.423408525244994,28.29500089778993,18.558621678480584,16.104768978304268,22.465355791483738,17.977422774816368,12.715502143613822,18.20215768433341,24.24566569216597,17.183978394199627,13.613270446481007,9.650278765951612,11.37506464541677,-743.7128760952372,0.0,-43.10381309105665,-11.689237855489782,-39.4204586119513,-55.79356284598407,-50.699794154567115,-29.997639974946352,-25.788235891219053,-28.71214460461472,-38.29173624511971,-23.796188871238087,-20.877853600229024,-20.09531125353552,-21.166514638487172,-26.759166460704083,-21.203221313166736,-17.26527557919754,-24.723705000394894,-20.6088949242869,0.07336795691287878,0.08851723742711641,1.309279907342165,0.408203125,0.0,2462.7785422585225,2776.2829962991727,0.743258649557953,10680.46875,0.0,1289.089229496378,1400.688449389726,1.5414874089043555,9668.305279830918,0.0,346.wav,Negative,99072.0,0.10491359819121447,700.9095070314553,-3863.0,3822.0,348.6387072028424,608.0503267772096,0.0,3863.0,0.0,0.0,0.0,0.0,0.7504239341085271,523.049833670104,-2967.0,2294.0,290.5607437015504,434.92085010724236,0.0,2967.0,0.0,0.0,0.0,0.0,0.532218992248062,483.01051660234845,-2967.0,2294.0,237.5199854651163,420.5754378350859,0.0,2967.0,0.0,0.0,0.0,0.0
-360.0147815706996,154.6196070097209,-7.848002926796896,4.83005077796879,34.0221866804025,11.741360525551308,-12.634243352623088,-14.327259311467511,0.07656539484784605,7.371945312265384,-7.12112100149588,-16.676015321487156,0.16018084116037568,5.824123101482452,-8.658677993783606,-11.311229137778813,-1.3962835501598214,3.411899935951253,-5.416745592541578,-6.371157249191274,116.78838186407236,79.68907029820282,34.310243626732365,21.75096785952885,22.65834391498389,16.70630611796396,12.549704663966166,12.997489569836112,11.681933972540998,8.341038363763694,10.646312077660761,13.060790819701605,9.547757337857693,8.554502841121101,8.564100617567384,9.607275429193171,7.191809404080745,8.220305371445171,7.871039848610781,9.133366745482988,-0.5412346754995199,-0.8155900012715971,-0.27176414709084085,0.550860941802934,0.038712268836146826,0.013059491946413749,-0.08462373448463664,-0.4705600148158709,-0.11436344211411037,0.04371723099997629,-0.46489066412902197,-0.08288498931354854,-0.46939389560678996,0.4495540734423636,-0.1202792720380835,-0.4827988504531369,-0.3749587707669061,0.27158178111542897,-0.9858467078042406,-0.49251831222588155,-172.4666124709763,259.3227893874201,52.06983655519613,69.40096158117686,82.91682367059185,51.308666176101625,12.941029146418003,5.480456629828849,25.135540691599985,30.02647943437288,19.360482589515584,7.230480591629035,21.92897313621461,26.15921455766499,10.04452735310613,6.155325418518551,19.56283653812808,25.59854956618294,12.077062430191255,14.291312688177033,-568.7326668162351,0.0,-95.11121609979006,-51.17563216067461,-3.6416707501942733,-24.121265873316652,-39.01782136208312,-44.4907080063668,-26.562798408556525,-15.819751084835424,-35.43535692475291,-53.71393458687113,-32.19207668563773,-15.538742147457066,-28.246782306889443,-36.68243267590899,-24.02186651342796,-11.849475186210464,-34.63190822056755,-29.2950313664019,0.03554601836622807,0.03816195267548379,2.0895618755177123,0.18603515625,0.0,1075.0546104029606,800.3223368096415,3.806162073531336,8667.1142578125,0.0,572.3912992532114,488.90923971873866,3.898276065253369,5017.729264113215,0.0,163.wav,Neutral,114048.0,-0.3002858445566779,3872.49547255603,-31064.0,28249.0,2116.47435290404,3242.9550704007543,0.0,31064.0,0.0,0.0,0.0,0.0,-1.6437640291806959,3074.024163295967,-16980.0,10070.0,1977.5147657126824,2353.5213213132292,0.0,16980.0,0.0,0.0,0.0,0.0,-0.5050505050505051,2474.7394188286858,-15796.0,9437.0,1553.3432765151515,1926.5150171970445,0.0,15796.0,0.0,0.0,0.0,0.0
-594.0407433976644,103.79063333226503,13.922285621185287,30.87357016020116,9.980270419774897,-4.311016677918512,-6.491589631279275,5.946819788750322,0.38323163433066026,-0.39905084480596315,-3.7360765767958144,2.666825509224779,2.417959688813525,-4.8964554276189665,-4.457233490406391,-7.752620410466965,-4.260377891788035,-2.7062617875954644,-5.6895477255906535,-5.966477118244417,131.83812229324832,87.26840915297156,32.53014059457048,21.356198202572227,18.83036068704058,18.815663564649842,11.319590180356215,9.396798247261348,6.753247324972871,14.504216242302174,7.928673129330146,7.569636411239747,6.002007437394896,9.334162133429436,10.91287800314406,10.09659243941932,6.524359550277588,5.821844470540471,6.728617038279475,8.24262860649931,0.04321130312618052,0.17059390025055357,-0.08101545530589437,-0.17320013588284422,0.27372121160899954,-1.0957016117340461,-0.9292858429157964,0.48577348584304725,-0.5467371458017309,-0.24561601500257357,-0.6636646697446065,0.8004369530883476,-0.5619864983489116,-0.8221457440141227,-0.2926450818252296,-0.8668003051572497,-0.8142893361475483,-0.3264334233898916,-0.619804063711959,-0.23020136124089238,-373.0030787202158,234.62269748661015,85.87682402317404,79.1743701248432,56.75190797094365,22.9837062311107,11.853219066057834,32.511807349889416,13.198967163100264,36.05732840835942,11.737994963977325,25.955089918878596,15.775973943097451,12.19474496796687,23.39547466300928,9.302059278989102,8.229379355525252,10.669143611474373,5.773720216151833,16.124868536239173,-758.2328954133928,0.0,-67.65790541702759,0.0,-30.590841794493947,-57.098568685481375,-38.7046826270352,-15.641507891448246,-17.5991470842621,-35.62683670729132,-28.68915515469149,-19.60826727722906,-17.374082554423364,-30.305662151488796,-30.607476386182622,-33.93544832049508,-24.21699824632111,-17.56488653949774,-23.46480689997705,-25.20262092454348,0.07362630208333333,0.09715747605267942,1.484316072632812,0.4609375,0.0,2466.1259765625,2789.375755529795,0.7777945925686206,10648.1689453125,0.0,1296.1231739287493,1516.8709949273039,1.7733432434765322,10127.686376705482,0.0,288.wav,Negative,74880.0,0.26163194444444443,736.2315955262875,-4227.0,3330.0,375.9354567307692,633.0162423469759,0.0,4227.0,0.0,0.0,0.0,0.0,-1.3790331196581196,721.2934736735267,-3259.0,3330.0,393.48250534188037,604.514429014101,0.0,3330.0,0.0,0.0,0.0,0.0,0.9794471153846154,323.87397280218227,-2391.0,1519.0,134.83745993589744,294.4726964819587,0.0,2391.0,0.0,0.0,0.0,0.0
-565.0803650569509,125.79589238362685,6.180519703261285,25.099404070252206,15.052440424998487,1.4836585339438637,-7.802284079071055,0.972381287755534,-2.742346551980596,1.1646808009371634,-2.9256567804761477,3.0556053752671084,1.839462656923951,-6.639771380724081,-6.208943930176693,-7.664477410758502,-4.032500929143725,-2.96087252696757,-4.360970668528248,-5.504610889206422,123.41310327614453,81.58884326982351,32.923757834391154,21.679085106983333,17.56716913020218,14.6980304688021,13.84717944006775,7.279012055759815,7.115872308559817,9.067359534803165,8.66226398840695,7.801159367065455,8.118017779049973,7.631248810311691,7.49587879498982,8.14325792850306,7.42090224666304,5.241292567607258,6.612753632814608,7.062079962685992,-0.46108099926847146,-0.2698310924312991,-0.45509606154429383,0.6185820273968715,0.6039829722361534,-0.37667137310802934,-0.24304750936669542,-0.023384721250809114,-0.24169987754570077,-0.3057239612682835,-0.29668431296057535,0.10973462405286574,0.1744431477176768,-0.49323217273839964,-0.34520280098645784,0.05080036009587803,0.0013872989024924375,-0.28555389899199485,-0.6627022693917325,-0.6416238175613348,-375.7244978866904,248.5621967853615,85.5002180580086,100.60139570901521,70.923959588255,30.647919252001586,25.32679566863733,21.40442126962118,14.525512617932097,26.25214531270649,23.43400321663151,23.990856241909256,23.712494908644402,7.274942101673177,7.867430889742673,20.513174482364374,23.099504476787203,12.574047432774748,9.271078848048306,8.241745947177943,-764.0875489921726,0.0,-99.64072681788275,-11.94752282514806,-28.243726540695995,-35.01829913588334,-46.50177644597781,-16.92426336226407,-22.345858948225185,-26.841598897691544,-26.968492794515328,-19.182767736983216,-18.648015826382107,-24.6900406747316,-24.421125497504917,-25.30171038871382,-26.853169985509037,-20.39564102001869,-21.535533322928814,-26.936465776894366,0.05742885044642857,0.07244434429352055,1.9633777657275084,0.4072265625,0.0,2070.31494140625,2367.5553040366776,1.115999173228763,8225.68359375,0.0,1072.1547420674328,1114.1161576918398,1.2581163716575385,4659.3073027931205,0.0,279.wav,Negative,104832.0,0.3095047313797314,620.1501431367433,-3417.0,3573.0,329.44898504273505,525.4042844134542,0.0,3573.0,0.0,0.0,0.0,0.0,-1.2258470695970696,653.1982766645091,-2889.0,2922.0,363.12007783882785,542.9671264532009,0.0,2922.0,0.0,0.0,0.0,0.0,-0.00486492673992674,551.3906202548203,-2789.0,2592.0,302.6033081501831,460.93693063718416,0.0,2789.0,0.0,0.0,0.0,0.0
-572.1683715968347,127.59833096347342,23.113026181235337,31.622201457281406,4.401346935900971,-7.654443195548466,-8.33892533733773,8.768979196592214,2.916846108256037,1.6465384858511536,-4.135652552876817,1.6889646381531254,2.759709629178115,-4.7063100218605785,-6.717592113935949,-8.303736598871764,-4.042487034142476,-4.5629626023942915,-6.3888629782075705,-8.681848838844978,122.56111888771413,84.24053806005634,25.244292581738144,23.93068077896078,18.478423915146042,20.105318492446305,14.046923534887435,10.170724893904802,10.608277187750506,7.091116422200557,9.051654049018273,8.001455804578654,7.521786508963043,8.094508796026181,8.837413702727691,8.540785102908451,7.761703965109985,6.3766376514489105,7.8241189276467145,7.157348387217987,-0.5044521065312473,-0.3298881960137322,0.1341309786695351,0.2406472588886753,0.12662195045904312,-1.3224429687112156,-0.5712229852940754,0.7025758231590435,0.6870375291733257,-0.3970752955474328,-0.7806619284381338,0.5410927967237616,-0.6317817554685073,-0.7936746121962519,-0.634717449973049,-0.14295629464687984,0.03830633284601752,-0.27242098310698737,-0.6192020778860371,-0.00012607368138126406,-385.91714102063276,243.14583012173006,83.37824970398043,80.47526481611382,66.58583443319264,22.65730767964778,18.970893505818083,43.7560493721379,39.254288429760734,21.038936297750293,13.486575830765325,30.414629285837137,21.46252164554609,7.838741673779683,13.098185782595511,9.067783082021935,17.47443634750349,11.881731987532017,11.0679706925866,11.849051884643547,-765.6036021450662,0.0,-29.409772777075922,-3.177937201967668,-57.59355171528608,-75.47237045629993,-55.15370999661908,-13.789179948433038,-21.13573964343586,-25.418859520982572,-35.97523142327799,-14.268859597308829,-28.468546255809883,-30.62812885749254,-31.71647617315951,-27.187484034199244,-21.533568965087042,-22.633156419523942,-28.459938408738516,-24.919497067713237,0.05843178353658537,0.08270422483813082,1.7764333335339093,0.39306640625,0.0,1804.7975419207316,2452.7519078906193,1.3664557493028282,10486.669921875,0.0,1002.6239624866198,1271.1141611477667,2.3815861383686925,9713.136690415235,0.0,244.wav,Negative,102528.0,0.28527816791510613,756.789765335382,-3357.0,3404.0,428.8316459893883,623.5657541094184,0.0,3404.0,0.0,0.0,0.0,0.0,0.34191635455680397,740.1138889674479,-3357.0,3404.0,436.30532147315853,597.8347196370559,0.0,3404.0,0.0,0.0,0.0,0.0,2.6168948970037453,686.565335395861,-3357.0,3023.0,404.4382900280899,554.8049003616385,0.0,3357.0,0.0,0.0,0.0,0.0
-564.314753707232,123.63798015633573,22.106793745771366,31.553267517346693,9.83682483871691,-0.6062222795546985,-8.103101062150193,1.346978997553645,0.03146254034156344,-6.961385850992548,-2.902243355751399,9.150397481315162,1.4449869401973336,-7.05995407116559,-8.517807849714972,-8.943954307252543,-1.7107750248632838,-0.4662677077295817,-5.24086364362372,-10.285072415777602,115.3917164956512,84.20216222213021,32.477519457587924,22.146799829274975,19.142496965714944,13.726296894150334,12.606171688914964,11.592324012830023,9.293552906929987,11.4025064738879,9.44707365349786,9.050474520390962,6.468990223915245,10.54041440925737,9.500525907918986,8.856107108530791,5.739292608708468,6.88992768171406,6.8463265410158725,9.065025641358309,-0.5996742740677513,-0.24211562736182932,-0.2884173048720522,0.0076963417238702725,0.09994661074667771,-0.449112542745184,-0.3545066732814989,-0.16141859119538066,-0.010448820883021463,-0.6780736048486058,-0.4066068634435235,0.519367036099234,-0.2565198701133575,-0.2056895347111992,-0.5291958126867303,-0.5474612188313913,-0.48614055852565424,0.22379262158585242,-0.669722029490566,-0.1195344882913346,-409.04365206289947,240.1717855269613,99.42008193035626,84.96968023248061,58.85268633793056,39.10502700467524,18.125675876070982,28.26939930010292,28.788631023026976,15.005460539036939,21.554826361317748,34.47389516316272,17.35945606812957,19.611934949437618,6.414972259689163,4.177357445434296,13.743991940769634,21.045154063531868,7.969912993661204,6.6743572014443995,-746.2951345558481,0.0,-67.57851573170973,0.0,-38.359944374008826,-38.27316009321977,-39.45702922636782,-26.0569377979637,-24.470555609052845,-40.29842575712803,-32.02496018690999,-7.326417410324981,-19.212543592015447,-35.78462307478137,-36.3420045588677,-34.70369576649391,-19.709500374650318,-17.45846157313966,-24.341577721467132,-30.273612540504303,0.059534522251308904,0.07971454121859631,1.8497046042006187,0.43701171875,0.0,1826.4327603484949,2377.1165054263233,1.2035322248987677,8021.1181640625,0.0,999.9967007137026,1158.7259066070924,1.2601591859821046,4480.375779943941,0.0,273.wav,Negative,95616.0,-0.35746109437751006,863.8199477814636,-5015.0,3376.0,459.4627154451138,731.4909726574941,0.0,5015.0,0.0,0.0,0.0,0.0,0.49399682061579653,696.1961871698899,-3537.0,3198.0,389.2109479585007,577.238436914934,0.0,3537.0,0.0,0.0,0.0,0.0,-0.5112324297188755,583.4098735099301,-2968.0,2173.0,331.2519452811245,480.24940459613356,0.0,2968.0,0.0,0.0,0.0,0.0
51.44476713868835,57.82860461355664,8.71310350736156,21.39375387163926,2.1356844244445523,8.991618661979775,-0.552363465967611,8.510720671093411,-4.179848494497538,8.150802438075655,-2.394362776517265,5.8197265478417455,-4.182095045034245,4.552466644368897,-3.3065162321395296,2.3725296272221867,-2.992956534593852,2.893512910267909,-3.933410502738461,2.0253656874107255,203.65197599970787,35.82193154521935,13.217647302821408,11.08267708087406,5.311819724509053,7.096552892479806,4.970035316881605,5.895636030522444,4.928517383270389,5.982767466492577,6.952646269184857,5.437879914670099,5.222108766697223,4.453085266297029,4.816019471696337,3.7367059818062223,4.537014133308916,3.780804780477882,4.706353786057734,3.4740397033913317,-1.9456404969286343,0.02893506368058078,-0.12638489813668993,-0.26362630670773407,-0.6595564199785958,-0.8923673830043741,-0.6215453270863324,0.1689403070182378,-0.05625600936905924,0.25523088352693896,0.5302996063011968,-0.02728362416133309,-0.43324157674198677,-0.3316330397784928,-0.21704504963895507,-0.25158719904378374,-0.2108396540641221,-0.5522807079311417,-0.22854749873852848,-0.3773320984556581,176.71026973587763,114.35940228042946,38.659132756836804,41.50900172181903,15.34383940271904,24.18221975048339,10.552522902231352,23.19241596521318,4.769984303688986,22.26790278218086,21.963027020338256,19.94166763626908,3.292969874423429,15.400529953027224,6.539858935530994,12.324448988957714,6.26215738275272,13.439540124192316,5.368664079459789,12.146989164293641,-438.6865991591309,-2.8302474648494327,-25.04606073853686,2.7163882728609168,-18.937798698168656,-16.008019268439433,-17.64077571471517,-6.653959954066567,-14.713398305533955,-5.70937282429729,-19.246055296780426,-8.29637573206306,-16.40501947474698,-7.870583719488019,-15.821399429153233,-9.658406167375965,-13.830073640567553,-13.856974092289445,-17.212515305911428,-8.844887113411694,0.09626210760746606,0.09123908505282047,0.48659595413189444,0.31005859375,0.0009765625,7084.277675162613,1098.3755481161181,-0.5182946932361029,8624.0478515625,4941.8701171875,3477.579152813962,895.9698760229819,-0.42104223275661784,4640.86506859604,1958.9947866390771,5.wav,Positive,110592.0,-0.3388671041649073,650.5734727774811,-5538.997447613588,5230.00302968901,272.64766470962536,590.6853724624082,1.2982925523541412e-09,5538.997447613588,-1.3067406568393364e-06,0.002035555614940271,-0.0049888519389416075,0.0049725165825122986,0.3663980906288977,601.6981260364706,-5538.997447613588,5230.00302968901,206.56153503783372,565.13104795806,4.960998132364503e-06,5538.997447613588,3.100023009239367e-06,0.0020362171471311097,-0.0049888519389416075,0.0049725165825122986,-0.14566248120121836,58.984111290188736,-517.9996969408605,523.0015712155689,25.570671239945643,53.153432387668225,4.960998132364503e-06,523.0015712155689,6.453179301554547e-06,0.0020334435099841823,-0.0049888519389416075,0.004949055532077473
31.58972083081271,69.69538985387337,2.778202317050254,18.11846951409598,1.2638194113120667,7.693192134353161,-3.32118892922327,5.801492200992965,-3.910332057822223,4.084890292879312,-4.076144103504107,3.2295992247643612,-4.49639102541952,3.802439288570172,-3.8336355555504826,2.751244882653369,-4.0924672265870425,2.803582086328988,-4.084698493649985,1.7886840052824557,204.50760430676922,38.200269736076415,11.64446410964136,10.75717597139683,5.005352070259807,7.772398060395714,5.8374704723519715,6.131747552849178,5.9617647343245395,5.827402265895322,6.419638421693842,5.221570767922516,5.77671485399706,4.541220638949661,5.57986596023219,3.6298323942473556,4.563287925114606,3.6996897312530423,5.216447233063375,4.117500662769193,-1.7832414678260702,-0.6009812068070016,0.5880360673331138,0.4152259085153552,0.495823117546738,0.19771026482268325,-0.3977323326045015,0.15889559959724942,-0.16881673764860458,0.5570212716822742,-0.5035062460292078,-0.5566768666058746,-0.6217157863143797,-0.4305681651137149,-0.387556362176813,0.21009617869697472,0.0548671255832372,-0.507397640510681,-0.4765629237489634,-0.7119371249301419,178.82420132268257,118.6771980908873,36.640751427942035,47.61380416493061,18.585482891408518,29.474390503964038,9.543487047889007,22.132204777328354,9.391079593071762,21.289341770000945,7.663804843910672,14.25039620928295,4.797112721980073,15.4396839046873,7.157992491169481,15.82909071010836,5.1773487577741175,11.98112221511088,9.538528522296033,11.92679338183298,-432.90839203941846,2.961189799651705,-24.086031122768247,1.390528934763782,-11.01244397061452,-18.35166158018595,-24.48573880428562,-9.398538696110734,-17.69593888017815,-10.606287883801523,-22.445772856080865,-14.161128957045259,-21.50049206252354,-11.34324846996524,-17.64956189096294,-8.726097044769668,-15.344115402546194,-9.767481757384914,-21.39563587031214,-12.812353192662954,0.05298458877487562,0.0750788877839507,2.251177925108884,0.408203125,0.0009765625,6592.695458255597,1179.8367719425144,0.3310450720719224,8839.3798828125,4618.8720703125,3051.4474567888265,901.0028049163767,0.42456839887765746,4903.515119090172,1861.8545694307813,353.wav,Negative,100224.0,-0.6732842100929708,891.6242089451151,-5380.999729853419,4455.00320323286,486.88362171038335,746.952824613985,2.197579335172506e-09,5380.999729853419,5.151931986241761e-06,0.0020436513556480805,-0.004982016084511542,0.004987659295693447,-0.5799542054272447,756.9495411428043,-3514.999837856361,3351.003169271881,487.2877135166064,579.2440145905178,2.9215092664630626e-06,3514.999837856361,8.294153505756592e-06,0.002041987142664818,-0.004943463890512589,0.004963924178220225,-0.6432751025818202,731.2431901974705,-3514.999837856361,2735.0039998478856,454.7041569589465,572.6789210869258,2.9215092664630626e-06,3514.999837856361,-7.367556239965153e-06,0.002037642662899759,-0.004926098210830787,0.004963924178220225
-355.88281099500597,162.68579614703495,-15.5088261969212,5.4904783684891445,44.46840940019737,7.142212994951552,-22.166592035225694,-4.961722181709483,11.477453736754208,0.9205132393381934,-10.827852083442712,-3.0655876291898743,3.5639573019512656,-3.1285616428631036,-4.409150032944949,-0.3126738762941042,-3.7205986889692215,-3.1043826964236305,1.0332030746500567,-6.034326836233908,95.52021740693775,68.07829698831813,31.264810026634837,21.691520927359566,23.917886212246625,13.614934828332656,16.641143391663856,11.503864654440502,10.667827435235042,8.282558509644259,9.987666746578164,9.747530790958576,9.600311861204883,7.000445488386715,6.118935113582334,6.103001005035242,7.097983346008692,5.2903804462183235,5.644473791168994,6.032933594689185,-1.1110295981524627,-1.1075964253044126,-0.9981740663852066,0.8996728227946463,-0.051932735877660265,-0.33374747097032725,0.19543661044603863,-0.40801055844862927,-0.09969759619887651,-0.10969904066885008,-0.03446050032464669,-0.48580469275219257,0.2014121872537854,-0.08988119755801285,-0.3130752173521117,-0.061541804828896075,-0.3530795068351205,-0.393374613624539,0.45302830562626784,-0.19282833776030636,-198.41749496480628,285.51151922633494,48.472158010433354,83.51994230968721,103.58892575966036,36.48288581634459,15.583194102202551,25.29838592569584,37.48399396790877,25.178423540119653,18.39546846465986,16.611912903683507,35.302621382475124,13.645943508317355,11.607306004683288,22.25014709651797,11.69169740321708,9.694515292404079,20.116680207049377,9.659530613615395,-579.1320405292099,0.0,-138.87234666721724,-34.07790346763929,0.0,-26.803713506413175,-57.524096465520444,-36.363984157318505,-13.689830392726746,-25.19707776152829,-36.30452524996953,-32.11495718364708,-21.090893926138996,-20.749998077001724,-24.058658366173336,-21.443274561405094,-21.956120531642334,-24.524800618905402,-12.652759886432666,-22.36937815614599,0.03912443537979351,0.03221223807718512,1.324600116758163,0.16943359375,0.0,1232.0612814574115,712.944760432678,1.9349319785460322,7095.1904296875,0.0,666.217463200745,421.30346212234366,1.5985876313163732,3645.053200464692,0.0,145.wav,Neutral,169344.0,0.8226568405139834,3127.600445242329,-27378.0,17238.0,1793.1753826530612,2562.5001988080585,0.0,27378.0,0.0,0.0,0.0,0.0,2.0953561980347692,3182.6804636943443,-18259.0,17238.0,1959.385085978836,2508.040950491629,0.0,18259.0,0.0,0.0,0.0,0.0,4.327611252834467,3562.282690677144,-18259.0,17238.0,2421.892591411565,2612.3386021308424,0.0,18259.0,0.0,0.0,0.0,0.0
-545.7341043515312,100.01938972302493,18.360306047460803,22.218064433578554,12.76160902312563,2.4255447654052595,-0.04986808028592873,3.1283047665724806,-4.250154832326926,-0.051911085950234956,-1.3979977204237823,2.765999661761388,-1.2404832583530423,-1.960278988910447,0.22313206957734605,-4.0745490174815435,-0.890275005155314,-3.990597562088921,-5.914907985924375,-6.496305581583835,111.58575645284392,78.5035133056712,24.092886772835133,20.597053831362228,16.972553641355358,14.972432495285297,13.384286249586632,11.975221276157395,12.691725010681289,7.9926905418376775,9.425221003308376,7.208778270144116,8.372646160011769,7.215241766745388,4.803552752206391,7.083819552989666,6.0711686595515,5.530393648542911,6.647637244540229,6.02630056367961,0.03954952648024673,0.16790198863000738,-0.42055705563796,1.2432281646045096,0.25411581446516207,-0.8197920735041481,-0.7492413072289668,-0.44511627202311566,-0.42303287244768545,-0.37588126134895633,-0.4688741957123051,-0.09027393533715489,-0.6561051418912619,-0.6054778674851939,0.17958771626522738,-0.578433562449753,0.2996440715247322,-0.8837594619092902,-1.1713718649187395,-0.5905392272305339,-353.6772974092822,244.4718479639425,75.29794657476285,93.75979078946078,67.61274977674917,41.3895228210003,32.02054197149499,33.091572583224114,27.76883778262787,17.269873145618057,23.693592621637052,21.950111609036593,17.495809552241536,15.999463010708421,15.828507872224725,17.5971419051669,18.469062527425354,7.730329455207161,6.345939565144366,4.563213387935597,-686.217929062105,0.0,-52.602585251012,-12.86997147196764,-28.55438948725981,-43.83057383400373,-37.63695007584567,-39.72207809104235,-37.57028954856972,-21.346164257354694,-29.088010010286364,-17.147864821629938,-27.577528626102108,-21.360521889789148,-13.737967165907556,-26.268514262876266,-15.300303644275607,-22.93590674951983,-31.55591732071938,-23.595810383910507,0.08198841831140351,0.08756091789965613,0.6927398005136639,0.33349609375,0.0,2710.3974994860196,2770.3586802413547,0.5985385019869731,8710.1806640625,0.0,1438.4266136738665,1353.6298287128025,0.5980073782525636,5126.455875274898,0.0,109.wav,Positive,114048.0,-0.14662247474747475,759.8618436704239,-6217.0,5744.0,365.56328914141415,666.1482752334323,0.0,6217.0,0.0,0.0,0.0,0.0,0.18853465207631875,795.1554073541574,-6217.0,5744.0,411.5685150112233,680.3554327271353,0.0,6217.0,0.0,0.0,0.0,0.0,-1.5389572811447811,294.6615510534059,-2815.0,2278.0,137.57446864478115,260.5783253377346,0.0,2815.0,0.0,0.0,0.0,0.0
